image,kontext_images,prompt
viz_samples/2587767_1538461_主卫_with_furn.png,viz_samples/2587767_1538461_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: Focus on optimizing the clothing room and the main guard's line."
viz_samples/2587767_1542292_阳台_with_furn.png,viz_samples/2587767_1542292_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony."
viz_samples/2587767_1548433_次卧_with_furn.png,viz_samples/2587767_1548433_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The need for under-breathing is described as follows: ""Intermediate sub-breeding planning for children requires more room for learning and toy collection; the right sub-breathing is used as an old person's room or guest room for quiet."""
viz_samples/2587767_1548593_儿童房_with_furn.png,viz_samples/2587767_1548593_儿童房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs of the children ' s homes are described as follows: ""There is a need to increase the space for learning and toy collection."""
viz_samples/2587767_1515717_厨房_with_furn.png,viz_samples/2587767_1515717_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The type of room requirement associated with the kitchen (kitchen) is described as an empty string (""). In the global household description provided, there is no reference to the needs or information associated with the kitchen."
viz_samples/2587767_1548486_客餐厅_with_furn.png,viz_samples/2587767_1548486_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The area of the Dining Room maintains a wide sense of permeability, and the living room requires a large L-type couch, which accommodates a multi-person gathering. The Dining Room would like to have a long dining table to meet the needs of the family."
viz_samples/2587788_2645_次卧_with_furn.png,viz_samples/2587788_2645_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The main one lies on the right side and on the layout twice, one of which is equipped with an independent toilet."
viz_samples/2587788_3633_卫生间_with_furn.png,viz_samples/2587788_3633_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: One of them is equipped with an independent toilet; there is also a public health room in the central corridor region"
viz_samples/2587788_5439_厨房_with_furn.png,viz_samples/2587788_5439_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The kitchen recommends the U-type layout to maximize the operating table and to reserve the embedded dishwasher position."
viz_samples/2587788_8785_次卧_with_furn.png,viz_samples/2587788_8785_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The main one lies on the right side and on the layout twice, one of which is equipped with an independent toilet."
viz_samples/2587788_9503_客餐厅_with_furn.png,viz_samples/2587788_9503_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: Maintenance of an integrated LDK design in the guest restaurant to enhance family interaction, with 6-person large dining tables in the dining room"
viz_samples/2587788_11433_次卧_with_furn.png,viz_samples/2587788_11433_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The main one lies on the right side and on the layout twice, one of which is equipped with an independent toilet."
viz_samples/2587788_1293_主卧_with_furn.png,viz_samples/2587788_1293_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the main bedroom are described as follows: ""The main bedroom needs to plan an independent step-in-the-shelf or a full-wall closet and to set up a dresser."""
viz_samples/2587788_13628_主卫_with_furn.png,viz_samples/2587788_13628_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The main bathroom is required to plan for an independent step-in cap or full-wall closet and to set up a dresser."
viz_samples/2587788_36437_阳台_with_furn.png,viz_samples/2587788_36437_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony."
viz_samples/2587801_1418161_主卫_with_furn.png,viz_samples/2587801_1418161_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: Make sure the bathroom is dry and wet; there's a separate bathroom."
viz_samples/2587801_1418361_主卧_with_furn.png,viz_samples/2587801_1418361_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the main bedroom are described as follows: ""The main bedroom needs to plan an independent step-in-the-coat area."""
viz_samples/2587801_1419673_书房_with_furn.png,viz_samples/2587801_1419673_书房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: study. feature: The study would like to see a balance between office and temporary guest room functions and an increase in the collection cabinets."
viz_samples/2587801_1421993_厨房_with_furn.png,viz_samples/2587801_1421993_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The needs associated with the kitchen are described as follows: - The kitchen is located at the upper right corner, closely adjacent to the restaurant. - It is hoped that the active partition will be maintained, and the right-hand dining room will remain open and open."
viz_samples/2587801_1422273_未命名_with_furn.png,viz_samples/2587801_1422273_未命名_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: Restaurant areas tend to be open or semi-open kitchen designs to increase family interaction"
viz_samples/2587801_1667495_次卫_with_furn.png,viz_samples/2587801_1667495_次卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The public health room is located above the centre of the household, adjacent to the next bedroom and the library, using a design layout separated by dry and wet."
viz_samples/2587801_1669872_儿童房_with_furn.png,viz_samples/2587801_1669872_儿童房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Main undercover needs to plan a separate step-in-the-roof area."
viz_samples/2587801_1675383_客餐厅_with_furn.png,viz_samples/2587801_1675383_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: Restaurant areas tend to be open or semi-open kitchen designs to increase family interaction"
viz_samples/2587801_1675508_阳台_with_furn.png,viz_samples/2587801_1675508_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The sub-house has a long-bard balcony area on the side of the living room and the sub-blank."
viz_samples/2587812_32674_次卧_with_furn.png,viz_samples/2587812_32674_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Vertically arrange two bedrooms (main and lower); left is the rest area"
viz_samples/2587812_34391_厨房_with_furn.png,viz_samples/2587812_34391_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The requirements associated with the kitchen are described below: - It is hoped that the operating table and storage space will be increased."
viz_samples/2587812_37172_客餐厅_with_furn.png,viz_samples/2587812_37172_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The restaurant area is relatively spacious, with great regard for the long-table design of the restaurant, which facilitates family dinners and friends' meetings."
viz_samples/2587812_37829_阳台_with_furn.png,viz_samples/2587812_37829_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balconies-related needs are described as empty, as information about the balconies is not mentioned in the global description."
viz_samples/2587812_51262_主卧_with_furn.png,viz_samples/2587812_51262_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The requirements for the main bedroom are described as follows: - A strong collection system is required and it is desirable to plan a separate hood area or a dresser."
viz_samples/2587812_52568_卫生间_with_furn.png,viz_samples/2587812_52568_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The bathroom emphasises functional, hygienic, dry and wet separation."
viz_samples/2587812_84888_次卧_with_furn.png,viz_samples/2587812_84888_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Vertically arrange two bedrooms (main and lower); left is the rest area"
viz_samples/2587812_84959_主卫_with_furn.png,viz_samples/2587812_84959_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: A description of the needs associated with the toilet: ""There is a second bathroom above the central region and a separate library below."""
viz_samples/2587827_1259123_主卫_with_furn.png,viz_samples/2587827_1259123_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The main guard is required to make a complete dry and wet separation; in the north-east corner, there is a public health room with double tubs and baths."
viz_samples/2587827_1263977_客餐厅_with_furn.png,viz_samples/2587827_1263977_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: Integration of dining rooms: maintenance of existing permeability patterns, subject to visual partitioning by means of ceilings or carpets, and reservation of counter space in the dining areas for the installation of small household electricity."
viz_samples/2587827_1264457_阳台_with_furn.png,viz_samples/2587827_1264457_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony."
viz_samples/2587827_1264667_厨房_with_furn.png,viz_samples/2587827_1264667_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The requirements associated with the kitchen are described as follows: ""Although it is a closed space, it is to be hoped that the wall will be used to the maximum extent and that the operating table will be increased."""
viz_samples/2587827_1281169_多功能室_with_furn.png,viz_samples/2587827_1281169_多功能室_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: study. feature: The small room adjacent to the main bedroom is designed to be multifunctional, combining office and temporary guest room functions, and the design of ricin or hidden beds could be considered to increase storage."
viz_samples/2587827_1291226_次卧_with_furn.png,viz_samples/2587827_1291226_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Output: ""The lower left corner is adjacent to an independent toilet (the black and white-grew area) and the lower right corner is close to the living room area. "" ""The lower right corner is used as a children ' s room or an old man ' s room, with emphasis on environmental protection and sufficient income space; the lower left bedroom is close to the public guard, has a reasonable line of motion, and has to be equipped with a comfortable sleeping environment."""
viz_samples/2587827_1299931_卫生间_with_furn.png,viz_samples/2587827_1299931_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The needs associated with the bathroom are described as follows: - ""The public health room is equipped with double tubs and baths."" - ""The exclusive guard in the main bedroom is required to make a complete dry and wet separation."""
viz_samples/2587827_1301313_次卧_with_furn.png,viz_samples/2587827_1301313_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Output: ""The lower left corner is adjacent to an independent toilet (the black and white-grew area) and the lower right corner is close to the living room area. "" ""The lower right corner is used as a children ' s room or an old man ' s room, with emphasis on environmental protection and sufficient income space; the lower left bedroom is close to the public guard, has a reasonable line of motion, and has to be equipped with a comfortable sleeping environment."""
viz_samples/2587827_1330677_主卧_with_furn.png,viz_samples/2587827_1330677_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The main bedroom is planned for the north-west corner; 4. The main suite is planned for the north-west corner."
viz_samples/2587843_612187_主卧_with_furn.png,viz_samples/2587843_612187_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Main suite with upper left corner; second bedroom as children ' s room"
viz_samples/2587843_614809_卫生间_with_furn.png,viz_samples/2587843_614809_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The toilet emphasizes functionality and hygiene, focuses on the design of dry-wet separations and ensures space cleanness."
viz_samples/2587843_617053_次卧_with_furn.png,viz_samples/2587843_617053_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The main area on the left is the rest area, comprising the main bedroom at the upper left corner, the sub-bedroom at the lower left corner and the third bedroom at the centre of the left (with an independent bath)."
viz_samples/2587843_617263_主卫_with_furn.png,viz_samples/2587843_617263_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom."
viz_samples/2587843_639174_次卧_with_furn.png,viz_samples/2587843_639174_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The main area on the left is the rest area, comprising the main bedroom at the upper left corner, the sub-bedroom at the lower left corner and the third bedroom at the centre of the left (with an independent bath)."
viz_samples/2587843_646259_书房_with_furn.png,viz_samples/2587843_646259_书房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: study. feature: It's a spacious four-room, two-bedroom, three-bedroom layout (including a multipurpose library); it's adjacent to an independent library."
viz_samples/2587843_655008_阳台_with_furn.png,viz_samples/2587843_655008_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: There is a large living room in the centre of the household, which connects the lower recreational balcony."
viz_samples/2587843_704083_厨房_with_furn.png,viz_samples/2587843_704083_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The kitchen needs a U or L layout to maximize the operating surface and to add an embedded home level."
viz_samples/2587843_704136_客餐厅_with_furn.png,viz_samples/2587843_704136_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The living room and the restaurant area are expected to remain open and not to make too many hard cuts to ensure light and ventilation."
viz_samples/2589588_1607317_主卧_with_furn.png,viz_samples/2589588_1607317_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the main bedroom are described as follows: ""The large room at the upper left corner is the main bedroom and requires the planning of an independent walk-in room."""
viz_samples/2589588_1630067_次卧_with_furn.png,viz_samples/2589588_1630067_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: There is an independent bedroom in the upper left corner; two bedrooms are arranged vertically on the right."
viz_samples/2589588_1633337_客餐厅_with_furn.png,viz_samples/2589588_1633337_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The area of the guest restaurant is large and it is hoped that the social centres that create the family will be set up, with L-type large couches and long dining tables, to increase family interaction."
viz_samples/2589588_1635015_厨房_with_furn.png,viz_samples/2589588_1635015_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The needs associated with the kitchen are described as follows: - It is hoped that the kitchen will be designed in a semi-open manner or that the island will be added to the operating experience."
viz_samples/2589588_1639894_阳台_with_furn.png,viz_samples/2589588_1639894_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony."
viz_samples/2589588_1641369_卫生间_with_furn.png,viz_samples/2589588_1641369_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The toilet emphasises dry and wet separation and cleaning."
viz_samples/2589588_1641422_次卧_with_furn.png,viz_samples/2589588_1641422_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: There is an independent bedroom in the upper left corner; two bedrooms are arranged vertically on the right."
viz_samples/2589616_462174_厨房_with_furn.png,viz_samples/2589616_462174_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The relevant needs of the kitchen are described as follows: - It is hoped that the shuffling wire will be optimized and that the crane will be increased."
viz_samples/2589616_465946_卧室_with_furn.png,viz_samples/2589616_465946_卧室_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the bedrooms are described as follows: - a hyper-blank living room on the left side, with excellent light surfaces. - There are two bedrooms below, with the lower left corner being the main bedroom, with a separate hooding area, and the lower right corner being the back. - Both bedrooms require adequate closet space."
viz_samples/2589616_527178_卫生间_with_furn.png,viz_samples/2589616_527178_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The bathroom is at the top right corner."
viz_samples/2589616_536018_书房_with_furn.png,viz_samples/2589616_536018_书房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: study. feature: The right-hand study area is expected to be designed as a multifunctional space with office and temporary guest room functions"
viz_samples/2589616_563397_客餐厅_with_furn.png,viz_samples/2589616_563397_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: I'd like to keep the commotion of the dining room."
viz_samples/2589616_575555_主卧_with_furn.png,viz_samples/2589616_575555_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the main bedroom are described as follows:"
viz_samples/2589701_5827_主卫_with_furn.png,viz_samples/2589701_5827_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom."
viz_samples/2589701_39552_次卧_with_furn.png,viz_samples/2589701_39552_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the type of bedroom are described as follows:"
viz_samples/2589701_70324_次卧_with_furn.png,viz_samples/2589701_70324_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the type of bedroom are described as follows:"
viz_samples/2589701_84250_干区_with_furn.png,viz_samples/2589701_84250_干区_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: A description of the needs associated with the bathroom: ""The bathroom is located to the left in the middle of the household, adjacent to the dining room and the upper left corner room."""
viz_samples/2589701_127390_客卫_with_furn.png,viz_samples/2589701_127390_客卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: A description of the needs associated with the bathroom: ""The bathroom is located to the left in the middle of the household, adjacent to the dining room and the upper left corner room."""
viz_samples/2589701_161533_阳台_with_furn.png,viz_samples/2589701_161533_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balconies-related needs are described as empty, as there is no reference to the balconies-related information or needs in the global description."
viz_samples/2589701_161604_客餐厅_with_furn.png,viz_samples/2589701_161604_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room."
viz_samples/2589701_331093_主卧_with_furn.png,viz_samples/2589701_331093_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the type of bedroom are described as follows: 1. The main bedroom (top right corner) is intended to optimize the layout of the closet and to increase the use of end-of-bed or television cabinets; 2. The large, empty room on the central right side is planned as a children ' s room or family room, requiring reasonable planning of sleeping areas and play/learning areas."
viz_samples/2590801_27068_干区_with_furn.png,viz_samples/2590801_27068_干区_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The bathrooms are designed for dry and wet separation, maintaining dry and wet separation and increasing the efficiency of early and evening peak use."
viz_samples/2590801_33239_卫生间_with_furn.png,viz_samples/2590801_33239_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: A description of the needs associated with the bathroom: ""A design for dry and wet separation has been adopted, and the handwasher has been placed outside. The design for dry and wet separation has been maintained to improve the efficiency of early and evening peak use."""
viz_samples/2590801_26038_客餐厅_with_furn.png,viz_samples/2590801_26038_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: Wishing to maintain a condensed sense of openness in one restaurant; including an integrated space in one restaurant"
viz_samples/2590801_46520_主卧_with_furn.png,viz_samples/2590801_46520_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: Include a large master bedroom and a compact sub-bed (children ' s room); children ' s rooms need to accommodate sleep"
viz_samples/2590801_66296_次卧_with_furn.png,viz_samples/2590801_66296_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The compact sub-crowding (children ' s room) is required to accommodate sleep, learning and toy collection and to reserve a growth space."
viz_samples/2590801_70892_阳台_with_furn.png,viz_samples/2590801_70892_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The balconies are planned for home economics and leisure areas, with laundry cabinets and leisure tables and chairs."
viz_samples/2590822_16981_阳台_with_furn.png,viz_samples/2590822_16981_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: There's an independent balcony attached to the main exterior."
viz_samples/2590822_22797_主卧_with_furn.png,viz_samples/2590822_22797_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The needs associated with the main bedroom are described as follows:"
viz_samples/2590822_46639_阳台_with_furn.png,viz_samples/2590822_46639_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: There's an independent balcony attached to the main exterior."
viz_samples/2590822_2702652_茶室_with_furn.png,viz_samples/2590822_2702652_茶室_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: tea_room."
viz_samples/2590822_2697006_厨房_with_furn.png,viz_samples/2590822_2697006_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: A description of the needs associated with the kitchen: ""It is hoped that the kitchen will have a semi-open design or a more interactive layout with the restaurant."""
viz_samples/2590822_61466_客餐厅_with_furn.png,viz_samples/2590822_61466_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The area of the dining room maintains the existing high-horizon permeability and does not make rigid separations."
viz_samples/2590822_2781602_客卫_with_furn.png,viz_samples/2590822_2781602_客卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: There must be good dry and wet separation in public health."
viz_samples/2590839_6890_主卧_with_furn.png,viz_samples/2590839_6890_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The requirements associated with the main bedroom are described as follows:"
viz_samples/2590839_7118_主卫_with_furn.png,viz_samples/2590839_7118_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: A description of the needs associated with the bathroom: - The bathrooms are designed for dry and wet separation."
viz_samples/2590839_45322_次卧_with_furn.png,viz_samples/2590839_45322_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: In the upper right corner, there is a separate bathroom, which is planned to serve as an elderly or guest house, with a focus on residential privacy and comfort."
viz_samples/2590839_47236_次卧_with_furn.png,viz_samples/2590839_47236_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: In the upper right corner, there is a separate bathroom, which is planned to serve as an elderly or guest house, with a focus on residential privacy and comfort."
viz_samples/2590839_68168_阳台_with_furn.png,viz_samples/2590839_68168_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: A description of the needs associated with the balcony: ""It is hoped that it will be accessible, that the balcony will be included in the living room space to increase light collection and visual extension, that laundry cabinets will be designed on one side of the balcony (a washing machine plus a dryer) and that the other side will be used as a leisure or greening area."""
viz_samples/2590839_80680_卫生间_with_furn.png,viz_samples/2590839_80680_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The toilet emphasises dry and wet separation and cleaning."
viz_samples/2590839_80733_客餐厅_with_furn.png,viz_samples/2590839_80733_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: The LDK integration pattern was created."
viz_samples/2590839_81087_厨房_with_furn.png,viz_samples/2590839_81087_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The kitchen (right Middle down) wants to use the U-type layout to maximize the surface and storage space."
viz_samples/2590857_1120986_阳台_with_furn.png,viz_samples/2590857_1120986_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony."
viz_samples/2590857_1122135_客卫_with_furn.png,viz_samples/2590857_1122135_客卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: 5. Total dry and wet separation is required in public health; independent bathrooms are provided"
viz_samples/2590857_1141625_阳台_with_furn.png,viz_samples/2590857_1141625_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony."
viz_samples/2590857_1165896_次卧_with_furn.png,viz_samples/2590857_1165896_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: There will be one bedroom in each of the upper and lower Chinese sides; the main service will be in the central and lower parts of the country."
viz_samples/2590857_1169481_主卫_with_furn.png,viz_samples/2590857_1169481_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The main guard wants to hold the bathtub; 5. There must be complete dry and wet separation in public health."
viz_samples/2590857_1169641_主卧_with_furn.png,viz_samples/2590857_1169641_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The upper left corner is the main bedroom; 1. The upper left corner main bedroom requires a strong collection system."
viz_samples/2590857_1173721_次卧_with_furn.png,viz_samples/2590857_1173721_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: There will be one bedroom in each of the upper and lower Chinese sides; the main service will be in the central and lower parts of the country."
viz_samples/2590857_1173774_书房_with_furn.png,viz_samples/2590857_1173774_书房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: study. feature: The rooms below China are designed as multifunctional study/team rooms, which are regularly used for tea at offices and occasionally as guest rooms, and consider customizing rice for additional storage."
viz_samples/2590857_1195309_厨房_with_furn.png,viz_samples/2590857_1195309_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen."
viz_samples/2590857_1195380_客餐厅_with_furn.png,viz_samples/2590857_1195380_客餐厅_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: living_dining_room. feature: I hope the layout is open."
viz_samples/2590876_4846_阳台_with_furn.png,viz_samples/2590876_4846_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The main guard is connected to an independent balcony."
viz_samples/2590876_5142_主卫_with_furn.png,viz_samples/2590876_5142_主卫_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The main guard needs to be designed as an independent bath, emphasizing the function of separation between hygiene and dry moisture."
viz_samples/2590876_6919_厨房_with_furn.png,viz_samples/2590876_6919_厨房_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: kitchen. feature: The kitchen area usually cooks Chinese food; there is a long-column, independent kitchen on the upper right corner and a living balcony with it."
viz_samples/2590876_151713_卫生间_with_furn.png,viz_samples/2590876_151713_卫生间_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bathroom. feature: The bathroom emphasises functional, hygienic, dry and wet separation."
viz_samples/2590876_411778_阳台_with_furn.png,viz_samples/2590876_411778_阳台_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: balcony. feature: The main guard is connected to an independent balcony."
viz_samples/2590876_1325334_次卧_with_furn.png,viz_samples/2590876_1325334_次卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: A double bedroom and a study with a corner window."
viz_samples/2590876_1325423_主卧_with_furn.png,viz_samples/2590876_1325423_主卧_no_furn.png,"2D semantic segmentation map, top-down floorplan, simple solid color blocks. room: bedroom. feature: The main bedroom with an independent bath is distributed in turn; the main bedroom is surrounded by an independent balcony."
